code,name,type,abbr,full
012769,华夏中证动漫游戏ETF联接C,指数型-股票,HXZZDMYXETFLJC,HUAXIAZHONGZHENGDONGMANYOUXIETFLIANJIEC
012770,光大保德信创新生活混合A,混合型-偏股,GDBDXCXSHHHA,GUANGDABAODEXINCHUANGXINSHENGHUOHUNHEA
012771,宝盈优势产业混合C,混合型-灵活,BYYSCYHHC,BAOYINGYOUSHICHANYEHUNHEC
012772,信澳精华配置混合C,混合型-灵活,XAJHPZHHC,XINAOJINGHUAPEIZHIHUNHEC
012773,嘉实超短债债券A,债券型-中短债,JSCDZZQA,JIASHICHAODUANZHAIZHAIQUANA
012774,前海开源丰和债券A,债券型-长债,QHKYFHZQA,QIANHAIKAIYUANFENGHEZHAIQUANA
012775,前海开源丰和债券C,债券型-长债,QHKYFHZQC,QIANHAIKAIYUANFENGHEZHAIQUANC
012776,华夏聚鑫六个月持有(FOF)A,FOF-稳健型,HXJXLGYCYFOFA,HUAXIAJUXINLIUGEYUECHIYOUFOFA
012777,华夏聚鑫六个月持有(FOF)C,FOF-稳健型,HXJXLGYCYFOFC,HUAXIAJUXINLIUGEYUECHIYOUFOFC
012778,中欧养老产业混合C,混合型-偏股,ZOYLCYHHC,ZHONGOUYANGLAOCHANYEHUNHEC
012779,博时移动互联主题混合A,混合型-偏股,BSYDHLZTHHA,BOSHIYIDONGHULIANZHUTIHUNHEA
012780,博时移动互联主题混合C,混合型-偏股,BSYDHLZTHHC,BOSHIYIDONGHULIANZHUTIHUNHEC
012781,银华中证创新药产业ETF发起式联接A,指数型-股票,YHZZCXYCYETFFQSLJA,YINHUAZHONGZHENGCHUANGXINYAOCHANYEETFFAQISHILIANJIEA
012782,银华中证创新药产业ETF发起式联接C,指数型-股票,YHZZCXYCYETFFQSLJC,YINHUAZHONGZHENGCHUANGXINYAOCHANYEETFFAQISHILIANJIEC
012783,鹏华长治稳健养老一年持有期混合(FOF)A,FOF-稳健型,PHCZWJYLYNCYQHHFOFA,PENGHUACHANGZHIWENJIANYANGLAOYINIANCHIYOUQIHUNHEFOFA
012784,鹏华养老2040五年持有混合发起式(FOF),FOF-进取型,PHYL2040WNCYHHFQSFOF,PENGHUAYANGLAO2040WUNIANCHIYOUHUNHEFAQISHIFOF
012785,鹏华品质精选混合A,混合型-偏股,PHPZJXHHA,PENGHUAPINZHIJINGXUANHUNHEA
012786,鹏华品质精选混合C,混合型-偏股,PHPZJXHHC,PENGHUAPINZHIJINGXUANHUNHEC
012787,浦银安盛泰和配置6个月持有混合(FOF)A,FOF-进取型,PYASTHPZ6GYCYHHFOFA,PUYINANSHENGTAIHEPEIZHI6GEYUECHIYOUHUNHEFOFA
012788,浦银安盛泰和配置6个月持有混合(FOF)C,FOF-进取型,PYASTHPZ6GYCYHHFOFC,PUYINANSHENGTAIHEPEIZHI6GEYUECHIYOUHUNHEFOFC
012789,汇添富双享回报债券A,债券型-混合二级,HTFSXHBZQA,HUITIANFUSHUANGXIANGHUIBAOZHAIQUANA
012790,汇添富双享回报债券C,债券型-混合二级,HTFSXHBZQC,HUITIANFUSHUANGXIANGHUIBAOZHAIQUANC
012791,汇添富聚焦经典一年持有混合(FOF)A,FOF-进取型,HTFJJJDYNCYHHFOFA,HUITIANFUJUJIAOJINGDIANYINIANCHIYOUHUNHEFOFA
012792,汇添富聚焦经典一年持有混合(FOF)C,FOF-进取型,HTFJJJDYNCYHHFOFC,HUITIANFUJUJIAOJINGDIANYINIANCHIYOUHUNHEFOFC
012793,长城科创两年定开混合C,混合型-偏股,CCKCLNDKHHC,CHANGCHENGKECHUANGLIANGNIANDINGKAIHUNHEC
012795,易方达裕兴3个月定开债,债券型-长债,YFDYX3GYDKZ,YIFANGDAYUXING3GEYUEDINGKAIZHAI
012796,汇安裕兴12个月定开纯债债券,债券型-长债,HAYX12GYDKCZZQ,HUIANYUXING12GEYUEDINGKAICHUNZHAIZHAIQUAN
012797,鹏华丰宁债券,债券型-长债,PHFNZQ,PENGHUAFENGNINGZHAIQUAN
012798,华宝第三产业混合C,混合型-灵活,HBDSCYHHC,HUABAODISANCHANYEHUNHEC
012799,华宝绿色主题混合C,混合型-偏股,HBLSZTHHC,HUABAOLVSEZHUTIHUNHEC
012800,宏利转型机遇股票C,股票型,HLZXJYGPC,HONGLIZHUANXINGJIYUGUPIAOC
012801,富国中证医药50ETF联接A,指数型-股票,FGZZYY50ETFLJA,FUGUOZHONGZHENGYIYAO50ETFLIANJIEA
012802,富国中证医药50ETF联接C,指数型-股票,FGZZYY50ETFLJC,FUGUOZHONGZHENGYIYAO50ETFLIANJIEC
012803,国联聚优一年定开债券,债券型-长债,GLJYYNDKZQ,GUOLIANJUYOUYINIANDINGKAIZHAIQUAN
012804,广发恒生科技ETF联接(QDII)A,指数型-海外股票,GFHSKJETFLJQDIIA,GUANGFAHENGSHENGKEJIETFLIANJIEQDIIA
012805,广发恒生科技ETF联接(QDII)C,指数型-海外股票,GFHSKJETFLJQDIIC,GUANGFAHENGSHENGKEJIETFLIANJIEQDIIC
012806,招商添呈1年定开债,债券型-长债,ZSTC1NDKZ,ZHAOSHANGTIANCHENG1NIANDINGKAIZHAI
012807,国联安恒鑫3个月定开债,债券型-长债,GLAHX3GYDKZ,GUOLIANANHENGXIN3GEYUEDINGKAIZHAI
012808,鹏华资源C,指数型-股票,PHZYC,PENGHUAZIYUANC
012809,鹏华中证沪港深科技龙头指数(LOF)C,指数型-股票,PHZZHGSKJLTZSLOFC,PENGHUAZHONGZHENGHUGANGSHENKEJILONGTOUZHISHULOFC
012810,鹏华国证钢铁行业指数(LOF)C,指数型-股票,PHGZGTHYZSLOFC,PENGHUAGUOZHENGGANGTIEHANGYEZHISHULOFC
012811,华宝MSCI中国A股国际通(LOF)C,指数型-股票,HBMSCIZGAGGJTLOFC,HUABAOMSCIZHONGGUOAGUGUOJITONGLOFC
012812,国富鑫颐收益混合A,混合型-偏债,GFXYSYHHA,GUOFUXINYISHOUYIHUNHEA
012813,国富鑫颐收益混合C,混合型-偏债,GFXYSYHHC,GUOFUXINYISHOUYIHUNHEC
012814,兴华安盈一年定开债券发起式,债券型-长债,XHAYYNDKZQFQS,XINGHUAANYINGYINIANDINGKAIZHAIQUANFAQISHI
012815,宝盈新兴产业混合C,混合型-灵活,BYXXCYHHC,BAOYINGXINXINGCHANYEHUNHEC
012816,国泰致和两年封闭运作混合A,混合型-偏股,GTZHLNFBYZHHA,GUOTAIZHIHELIANGNIANFENGBIYUNZUOHUNHEA
012817,国泰致和两年封闭运作混合C,混合型-偏股,GTZHLNFBYZHHC,GUOTAIZHIHELIANGNIANFENGBIYUNZUOHUNHEC
012818,招商享诚增强债券A,债券型-混合二级,ZSXCZQZQA,ZHAOSHANGXIANGCHENGZENGQIANGZHAIQUANA
012819,招商享诚增强债券C,债券型-混合二级,ZSXCZQZQC,ZHAOSHANGXIANGCHENGZENGQIANGZHAIQUANC
012820,汇添富价值领先混合,混合型-偏股,HTFJZLXHH,HUITIANFUJIAZHILINGXIANHUNHE
012821,易方达悦丰一年持有期混合A,混合型-偏债,YFDYFYNCYQHHA,YIFANGDAYUEFENGYINIANCHIYOUQIHUNHEA
012822,易方达悦丰一年持有期混合C,混合型-偏债,YFDYFYNCYQHHC,YIFANGDAYUEFENGYINIANCHIYOUQIHUNHEC
012823,富国安利90天滚动持有债券A,债券型-中短债,FGAL90TGDCYZQA,FUGUOANLI90TIANGUNDONGCHIYOUZHAIQUANA
012824,富国安利90天滚动持有债券C,债券型-中短债,FGAL90TGDCYZQC,FUGUOANLI90TIANGUNDONGCHIYOUZHAIQUANC
012826,工银聚宁9个月持有期混合A,混合型-偏债,GYJN9GYCYQHHA,GONGYINJUNING9GEYUECHIYOUQIHUNHEA
012827,工银聚宁9个月持有期混合C,混合型-偏债,GYJN9GYCYQHHC,GONGYINJUNING9GEYUECHIYOUQIHUNHEC
012828,富国浦诚回报12个月持有混合A,混合型-偏债,FGPCHB12GYCYHHA,FUGUOPUCHENGHUIBAO12GEYUECHIYOUHUNHEA
012829,富国浦诚回报12个月持有混合C,混合型-偏债,FGPCHB12GYCYHHC,FUGUOPUCHENGHUIBAO12GEYUECHIYOUHUNHEC
012830,汇添富货币E,货币型-普通货币,HTFHBE,HUITIANFUHUOBIE
012831,南方中证新能源ETF联接A,指数型-股票,NFZZXNYETFLJA,NANFANGZHONGZHENGXINNENGYUANETFLIANJIEA
012832,南方中证新能源ETF联接C,指数型-股票,NFZZXNYETFLJC,NANFANGZHONGZHENGXINNENGYUANETFLIANJIEC
012833,交银鸿信一年持有期混合A,混合型-偏债,JYHXYNCYQHHA,JIAOYINHONGXINYINIANCHIYOUQIHUNHEA
012834,交银鸿信一年持有期混合C,混合型-偏债,JYHXYNCYQHHC,JIAOYINHONGXINYINIANCHIYOUQIHUNHEC
012835,招商景气精选股票A,股票型,ZSJQJXGPA,ZHAOSHANGJINGQIJINGXUANGUPIAOA
012836,招商景气精选股票C,股票型,ZSJQJXGPC,ZHAOSHANGJINGQIJINGXUANGUPIAOC
012837,华安CES半导体芯片行业指数发起A,指数型-股票,HACESBDTXPHYZSFQA,HUAANCESBANDAOTIXINPIANHANGYEZHISHUFAQIA
012838,华安CES半导体芯片行业指数发起C,指数型-股票,HACESBDTXPHYZSFQC,HUAANCESBANDAOTIXINPIANHANGYEZHISHUFAQIC
012839,东方红智华三年持有混合A,混合型-偏股,DFHZHSNCYHHA,DONGFANGHONGZHIHUASANNIANCHIYOUHUNHEA
012840,东方红智华三年持有混合C,混合型-偏股,DFHZHSNCYHHC,DONGFANGHONGZHIHUASANNIANCHIYOUHUNHEC
012841,华泰柏瑞交易货币C,货币型-普通货币,HTBRJYHBC,HUATAIBAIRUIJIAOYIHUOBIC
012842,易方达中证军工(LOF)C,指数型-股票,YFDZZJGLOFC,YIFANGDAZHONGZHENGJUNGONGLOFC
012843,海富通恒益一年定开债券发起式,债券型-长债,HFTHYYNDKZQFQS,HAIFUTONGHENGYIYINIANDINGKAIZHAIQUANFAQISHI
012844,工银瑞信恒兴6个月持有混合A,混合型-偏股,GYRXHX6GYCYHHA,GONGYINRUIXINHENGXING6GEYUECHIYOUHUNHEA
012845,工银瑞信恒兴6个月持有混合C,混合型-偏股,GYRXHX6GYCYHHC,GONGYINRUIXINHENGXING6GEYUECHIYOUHUNHEC
012846,恒越蓝筹精选混合,混合型-偏股,HYLCJXHH,HENGYUELANCHOUJINGXUANHUNHE
012847,诺安积极回报混合C,混合型-灵活,NAJJHBHHC,NUOANJIJIHUIBAOHUNHEC
012848,大成悦享生活混合A,混合型-偏股,DCYXSHHHA,DACHENGYUEXIANGSHENGHUOHUNHEA
012849,大成悦享生活混合C,混合型-偏股,DCYXSHHHC,DACHENGYUEXIANGSHENGHUOHUNHEC
012850,国联低碳经济3个月持有混合A,混合型-偏股,GLDTJJ3GYCYHHA,GUOLIANDITANJINGJI3GEYUECHIYOUHUNHEA
012851,国联低碳经济3个月持有混合C,混合型-偏股,GLDTJJ3GYCYHHC,GUOLIANDITANJINGJI3GEYUECHIYOUHUNHEC
012852,嘉实远见先锋一年持有期混合A,混合型-偏股,JSYJXFYNCYQHHA,JIASHIYUANJIANXIANFENGYINIANCHIYOUQIHUNHEA
012853,嘉实远见先锋一年持有期混合C,混合型-偏股,JSYJXFYNCYQHHC,JIASHIYUANJIANXIANFENGYINIANCHIYOUQIHUNHEC
012854,英大中证ESG120策略指数A,指数型-股票,YDZZESG120CLZSA,YINGDAZHONGZHENGESG120CELUEZHISHUA
012855,英大中证ESG120策略指数C,指数型-股票,YDZZESG120CLZSC,YINGDAZHONGZHENGESG120CELUEZHISHUC
012856,银华顺益一年定开债,债券型-长债,YHSYYNDKZ,YINHUASHUNYIYINIANDINGKAIZHAI
012857,汇添富中证主要消费ETF联接C,指数型-股票,HTFZZZYXFETFLJC,HUITIANFUZHONGZHENGZHUYAOXIAOFEIETFLIANJIEC
012858,天弘睿选利率债发起式A,债券型-长债,THRXLLZFQSA,TIANHONGRUIXUANLILVZHAIFAQISHIA
012859,天弘睿选利率债发起式C,债券型-长债,THRXLLZFQSC,TIANHONGRUIXUANLILVZHAIFAQISHIC
012860,易方达标普500指数人民币C,指数型-海外股票,YFDBP500ZSRMBC,YIFANGDABIAOPU500ZHISHURENMINBIC
012861,易方达标普500指数美元汇C,指数型-海外股票,YFDBP500ZSMYHC,YIFANGDABIAOPU500ZHISHUMEIYUANHUIC
012862,汇添富中证电池主题ETF发起式联接A,指数型-股票,HTFZZDCZTETFFQSLJA,HUITIANFUZHONGZHENGDIANCHIZHUTIETFFAQISHILIANJIEA
012863,汇添富中证电池主题ETF发起式联接C,指数型-股票,HTFZZDCZTETFFQSLJC,HUITIANFUZHONGZHENGDIANCHIZHUTIETFFAQISHILIANJIEC
012864,易方达标普医疗保健人民币C,指数型-海外股票,YFDBPYLBJRMBC,YIFANGDABIAOPUYILIAOBAOJIANRENMINBIC
012865,易方达标普医疗保健美元汇C,指数型-海外股票,YFDBPYLBJMYHC,YIFANGDABIAOPUYILIAOBAOJIANMEIYUANHUIC
012866,易方达标普生物科技人民币C,指数型-海外股票,YFDBPSWKJRMBC,YIFANGDABIAOPUSHENGWUKEJIRENMINBIC
012867,易方达标普生物科技美元汇C,指数型-海外股票,YFDBPSWKJMYHC,YIFANGDABIAOPUSHENGWUKEJIMEIYUANHUIC
012868,易方达标普信息科技指数(QDII-LOF)C(人民币),指数型-海外股票,YFDBPXXKJZSQDIILOFCRMB,YIFANGDABIAOPUXINXIKEJIZHISHUQDIILOFCRENMINBI
012869,易方达标普信息科技指数(QDII-LOF)C(美元现汇),指数型-海外股票,YFDBPXXKJZSQDIILOFCMYXH,YIFANGDABIAOPUXINXIKEJIZHISHUQDIILOFCMEIYUANXIANHUI
012870,易方达纳斯达克100ETF联接(QDII-LOF)C(人民币),指数型-海外股票,YFDNSDK100ETFLJQDIILOFCRMB,YIFANGDANASIDAKE100ETFLIANJIEQDIILOFCRENMINBI
012871,易方达纳斯达克100ETF联接(QDII-LOF)C(美元现汇),指数型-海外股票,YFDNSDK100ETFLJQDIILOFCMYXH,YIFANGDANASIDAKE100ETFLIANJIEQDIILOFCMEIYUANXIANHUI
012872,易方达中小企业100(LOF)C,指数型-股票,YFDZXQY100LOFC,YIFANGDAZHONGXIAOQIYE100LOFC
012873,易方达中证国企改革(LOF)C,指数型-股票,YFDZZGQGGLOFC,YIFANGDAZHONGZHENGGUOQIGAIGELOFC
012874,易方达中证全指证券公司指数(LOF)C,指数型-股票,YFDZZQZZQGSZSLOFC,YIFANGDAZHONGZHENGQUANZHIZHENGQUANGONGSIZHISHULOFC
012875,易方达上证50指数(LOF)C,指数型-股票,YFDSZ50ZSLOFC,YIFANGDASHANGZHENG50ZHISHULOFC
012876,富荣福耀混合A,混合型-偏股,FRFYHHA,FURONGFUYAOHUNHEA
012877,富荣福耀混合C,混合型-偏股,FRFYHHC,FURONGFUYAOHUNHEC
012878,中信建投量化精选6个月持有混合A,混合型-偏股,ZXJTLHJX6GYCYHHA,ZHONGXINJIANTOULIANGHUAJINGXUAN6GEYUECHIYOUHUNHEA
012879,中信建投量化精选6个月持有混合C,混合型-偏股,ZXJTLHJX6GYCYHHC,ZHONGXINJIANTOULIANGHUAJINGXUAN6GEYUECHIYOUHUNHEC
012880,国泰景气优选混合A,混合型-偏股,GTJQYXHHA,GUOTAIJINGQIYOUXUANHUNHEA
012881,国泰景气优选混合C,混合型-偏股,GTJQYXHHC,GUOTAIJINGQIYOUXUANHUNHEC
012882,工银科技龙头ETF发起式联接A,指数型-股票,GYKJLTETFFQSLJA,GONGYINKEJILONGTOUETFFAQISHILIANJIEA
012883,工银科技龙头ETF发起式联接C,指数型-股票,GYKJLTETFFQSLJC,GONGYINKEJILONGTOUETFFAQISHILIANJIEC
012884,华夏港股通精选股票发起式(LOF)C,股票型,HXGGTJXGPFQSLOFC,HUAXIAGANGGUTONGJINGXUANGUPIAOFAQISHILOFC
012885,华夏中证光伏产业指数发起式A,指数型-股票,HXZZGFCYZSFQSA,HUAXIAZHONGZHENGGUANGFUCHANYEZHISHUFAQISHIA
012886,华夏中证光伏产业指数发起式C,指数型-股票,HXZZGFCYZSFQSC,HUAXIAZHONGZHENGGUANGFUCHANYEZHISHUFAQISHIC
012887,华夏可转债增强债券C,债券型-混合二级,HXKZZZQZQC,HUAXIAKEZHUANZHAIZENGQIANGZHAIQUANC
012888,工银兴瑞一年持有期混合A,混合型-偏股,GYXRYNCYQHHA,GONGYINXINGRUIYINIANCHIYOUQIHUNHEA
012889,工银兴瑞一年持有期混合C,混合型-偏股,GYXRYNCYQHHC,GONGYINXINGRUIYINIANCHIYOUQIHUNHEC
012890,大成景盈债券C,债券型-长债,DCJYZQC,DACHENGJINGYINGZHAIQUANC
012891,安信鑫发优选混合C,混合型-灵活,AXXFYXHHC,ANXINXINFAYOUXUANHUNHEC
012892,安信优质企业三年持有混合A,混合型-偏股,AXYZQYSNCYHHA,ANXINYOUZHIQIYESANNIANCHIYOUHUNHEA
012893,安信优质企业三年持有混合C,混合型-偏股,AXYZQYSNCYHHC,ANXINYOUZHIQIYESANNIANCHIYOUHUNHEC
012894,天弘中证科创创业50ETF联接A,指数型-股票,THZZKCCY50ETFLJA,TIANHONGZHONGZHENGKECHUANGCHUANGYE50ETFLIANJIEA
012895,天弘中证科创创业50ETF联接C,指数型-股票,THZZKCCY50ETFLJC,TIANHONGZHONGZHENGKECHUANGCHUANGYE50ETFLIANJIEC
012896,华安慧萃组合精选3个月持有混合(FOF)A,FOF-进取型,HAHCZHJX3GYCYHHFOFA,HUAANHUICUIZUHEJINGXUAN3GEYUECHIYOUHUNHEFOFA
012897,中欧兴利债券C,债券型-长债,ZOXLZQC,ZHONGOUXINGLIZHAIQUANC
012898,兴银中证科创创业50指数A,指数型-股票,XYZZKCCY50ZSA,XINGYINZHONGZHENGKECHUANGCHUANGYE50ZHISHUA
012899,兴银中证科创创业50指数C,指数型-股票,XYZZKCCY50ZSC,XINGYINZHONGZHENGKECHUANGCHUANGYE50ZHISHUC
012900,招商创业板指数增强A,指数型-股票,ZSCYBZSZQA,ZHAOSHANGCHUANGYEBANZHISHUZENGQIANGA
012901,招商创业板指数增强C,指数型-股票,ZSCYBZSZQC,ZHAOSHANGCHUANGYEBANZHISHUZENGQIANGC
012902,平安添悦债券A,债券型-混合二级,PATYZQA,PINGANTIANYUEZHAIQUANA
012903,平安添悦债券C,债券型-混合二级,PATYZQC,PINGANTIANYUEZHAIQUANC
012904,摩根鑫睿优选一年持有混合,混合型-偏股,MGXRYXYNCYHH,MOGENXINRUIYOUXUANYINIANCHIYOUHUNHE
012905,金鹰睿选成长六个月持有混合A,混合型-偏股,JYRXCZLGYCYHHA,JINYINGRUIXUANCHENGZHANGLIUGEYUECHIYOUHUNHEA
012906,金鹰睿选成长六个月持有混合C,混合型-偏股,JYRXCZLGYCYHHC,JINYINGRUIXUANCHENGZHANGLIUGEYUECHIYOUHUNHEC
012907,鹏扬中证科创创业50ETF联接A,指数型-股票,PYZZKCCY50ETFLJA,PENGYANGZHONGZHENGKECHUANGCHUANGYE50ETFLIANJIEA
012908,鹏扬中证科创创业50ETF联接C,指数型-股票,PYZZKCCY50ETFLJC,PENGYANGZHONGZHENGKECHUANGCHUANGYE50ETFLIANJIEC
012909,平安盈盛稳健配置三个月持有债券(FOF)A,FOF-稳健型,PAYSWJPZSGYCYZQFOFA,PINGANYINGSHENGWENJIANPEIZHISANGEYUECHIYOUZHAIQUANFOFA
012910,平安盈盛稳健配置三个月持有债券(FOF)C,FOF-稳健型,PAYSWJPZSGYCYZQFOFC,PINGANYINGSHENGWENJIANPEIZHISANGEYUECHIYOUZHAIQUANFOFC
012911,同泰沪深300量化增强A,指数型-股票,TTHS300LHZQA,TONGTAIHUSHEN300LIANGHUAZENGQIANGA
012912,同泰沪深300量化增强C,指数型-股票,TTHS300LHZQC,TONGTAIHUSHEN300LIANGHUAZENGQIANGC
012913,方正富邦趋势领航混合A,混合型-偏股,FZFBQSLHHHA,FANGZHENGFUBANGQUSHILINGHANGHUNHEA
012914,方正富邦趋势领航混合C,混合型-偏股,FZFBQSLHHHC,FANGZHENGFUBANGQUSHILINGHANGHUNHEC
012915,中欧稳利60天滚动持有短债A,债券型-中短债,ZOWL60TGDCYDZA,ZHONGOUWENLI60TIANGUNDONGCHIYOUDUANZHAIA
012916,中欧稳利60天滚动持有短债C,债券型-中短债,ZOWL60TGDCYDZC,ZHONGOUWENLI60TIANGUNDONGCHIYOUDUANZHAIC
012917,平安优势领航1年持有混合A,混合型-偏股,PAYSLH1NCYHHA,PINGANYOUSHILINGHANG1NIANCHIYOUHUNHEA
012918,平安优势领航1年持有混合C,混合型-偏股,PAYSLH1NCYHHC,PINGANYOUSHILINGHANG1NIANCHIYOUHUNHEC
012919,华宝未来主导混合C,混合型-灵活,HBWLZDHHC,HUABAOWEILAIZHUDAOHUNHEC
012920,易方达全球成长精选混合(QDII)人民币A,QDII-混合偏股,YFDQQCZJXHHQDIIRMBA,YIFANGDAQUANQIUCHENGZHANGJINGXUANHUNHEQDIIRENMINBIA
012921,易方达全球成长精选混合(QDII)美元现汇A,QDII-混合偏股,YFDQQCZJXHHQDIIMYXHA,YIFANGDAQUANQIUCHENGZHANGJINGXUANHUNHEQDIIMEIYUANXIANHUIA
012922,易方达全球成长精选混合(QDII)人民币C,QDII-混合偏股,YFDQQCZJXHHQDIIRMBC,YIFANGDAQUANQIUCHENGZHANGJINGXUANHUNHEQDIIRENMINBIC
012923,易方达全球成长精选混合(QDII)美元现汇C,QDII-混合偏股,YFDQQCZJXHHQDIIMYXHC,YIFANGDAQUANQIUCHENGZHANGJINGXUANHUNHEQDIIMEIYUANXIANHUIC
012924,华夏新时代混合美元现汇(QDII),QDII-混合灵活,HXXSDHHMYXHQDII,HUAXIAXINSHIDAIHUNHEMEIYUANXIANHUIQDII
012925,华夏新时代混合美元现钞(QDII),QDII-混合灵活,HXXSDHHMYXCQDII,HUAXIAXINSHIDAIHUNHEMEIYUANXIANCHAOQDII
012926,民生加银中证500指数增强A,指数型-股票,MSJYZZ500ZSZQA,MINSHENGJIAYINZHONGZHENG500ZHISHUZENGQIANGA
012927,民生加银中证500指数增强C,指数型-股票,MSJYZZ500ZSZQC,MINSHENGJIAYINZHONGZHENG500ZHISHUZENGQIANGC
012928,银华中证光伏ETF发起式联接A,指数型-股票,YHZZGFETFFQSLJA,YINHUAZHONGZHENGGUANGFUETFFAQISHILIANJIEA
012929,银华中证光伏ETF发起式联接C,指数型-股票,YHZZGFETFFQSLJC,YINHUAZHONGZHENGGUANGFUETFFAQISHILIANJIEC
012930,中庚价值先锋股票,股票型,ZGJZXFGP,ZHONGGENGJIAZHIXIANFENGGUPIAO
012931,平安双季盈6个月持有债券A,债券型-长债,PASJY6GYCYZQA,PINGANSHUANGJIYING6GEYUECHIYOUZHAIQUANA
012932,平安双季盈6个月持有债券C,债券型-长债,PASJY6GYCYZQC,PINGANSHUANGJIYING6GEYUECHIYOUZHAIQUANC
012933,易方达稳丰90天滚动持有短债A,债券型-中短债,YFDWF90TGDCYDZA,YIFANGDAWENFENG90TIANGUNDONGCHIYOUDUANZHAIA
012934,易方达稳丰90天滚动持有短债C,债券型-中短债,YFDWF90TGDCYDZC,YIFANGDAWENFENG90TIANGUNDONGCHIYOUDUANZHAIC
012935,万家鼎鑫一年定开债发起式,债券型-长债,WJDXYNDKZFQS,WANJIADINGXINYINIANDINGKAIZHAIFAQISHI
012936,民生加银积极配置6个月持有混合(FOF),FOF-均衡型,MSJYJJPZ6GYCYHHFOF,MINSHENGJIAYINJIJIPEIZHI6GEYUECHIYOUHUNHEFOF
012937,大成惠业一年定开债发起式,债券型-长债,DCHYYNDKZFQS,DACHENGHUIYEYINIANDINGKAIZHAIFAQISHI
012938,创金合信尊泓债券A,债券型-长债,CJHXZHZQA,CHUANGJINHEXINZUNHONGZHAIQUANA
012939,创金合信尊泓债券C,债券型-长债,CJHXZHZQC,CHUANGJINHEXINZUNHONGZHAIQUANC
012940,中泰星元灵活配置混合C,混合型-灵活,ZTXYLHPZHHC,ZHONGTAIXINGYUANLINGHUOPEIZHIHUNHEC
012941,广发添财90天滚动持有债券A,债券型-长债,GFTC90TGDCYZQA,GUANGFATIANCAI90TIANGUNDONGCHIYOUZHAIQUANA
012942,广发添财90天滚动持有债券C,债券型-长债,GFTC90TGDCYZQC,GUANGFATIANCAI90TIANGUNDONGCHIYOUZHAIQUANC
012943,广发稳睿六个月持有混合A,混合型-偏债,GFWRLGYCYHHA,GUANGFAWENRUILIUGEYUECHIYOUHUNHEA
012944,广发稳睿六个月持有混合C,混合型-偏债,GFWRLGYCYHHC,GUANGFAWENRUILIUGEYUECHIYOUHUNHEC
012945,南方宝裕混合A,混合型-偏债,NFBYHHA,NANFANGBAOYUHUNHEA
012946,南方宝裕混合C,混合型-偏债,NFBYHHC,NANFANGBAOYUHUNHEC
012947,百嘉百利一年定开纯债债券发起式,债券型-长债,BJBLYNDKCZZQFQS,BAIJIABAILIYINIANDINGKAICHUNZHAIZHAIQUANFAQISHI
012948,兴证全球恒利一年定开债券,债券型-长债,XZQQHLYNDKZQ,XINGZHENGQUANQIUHENGLIYINIANDINGKAIZHAIQUAN
012949,东方红招瑞甄选18个月持有混合A,混合型-偏债,DFHZRZX18GYCYHHA,DONGFANGHONGZHAORUIZHENXUAN18GEYUECHIYOUHUNHEA
012950,东方红招瑞甄选18个月持有混合C,混合型-偏债,DFHZRZX18GYCYHHC,DONGFANGHONGZHAORUIZHENXUAN18GEYUECHIYOUHUNHEC
012951,汇添富鑫享添利六个月持有混合A,混合型-偏债,HTFXXTLLGYCYHHA,HUITIANFUXINXIANGTIANLILIUGEYUECHIYOUHUNHEA
012952,汇添富鑫享添利六个月持有混合C,混合型-偏债,HTFXXTLLGYCYHHC,HUITIANFUXINXIANGTIANLILIUGEYUECHIYOUHUNHEC
012953,华泰柏瑞恒利混合A,混合型-偏债,HTBRHLHHA,HUATAIBAIRUIHENGLIHUNHEA
012954,华泰柏瑞恒利混合C,混合型-偏债,HTBRHLHHC,HUATAIBAIRUIHENGLIHUNHEC
012955,国寿安保稳盛6个月持有混合A,混合型-偏债,GSABWS6GYCYHHA,GUOSHOUANBAOWENSHENG6GEYUECHIYOUHUNHEA
012956,国寿安保稳盛6个月持有混合C,混合型-偏债,GSABWS6GYCYHHC,GUOSHOUANBAOWENSHENG6GEYUECHIYOUHUNHEC
012957,嘉实60天滚动持有短债A,债券型-中短债,JS60TGDCYDZA,JIASHI60TIANGUNDONGCHIYOUDUANZHAIA
012958,嘉实60天滚动持有短债C,债券型-中短债,JS60TGDCYDZC,JIASHI60TIANGUNDONGCHIYOUDUANZHAIC
012959,平安盈悦稳进回报1年持有混合(FOF)A,FOF-均衡型,PAYYWJHB1NCYHHFOFA,PINGANYINGYUEWENJINHUIBAO1NIANCHIYOUHUNHEFOFA
012960,平安盈悦稳进回报1年持有混合(FOF)C,FOF-均衡型,PAYYWJHB1NCYHHFOFC,PINGANYINGYUEWENJINHUIBAO1NIANCHIYOUHUNHEFOFC
012963,招商稳健平衡混合A,混合型-平衡,ZSWJPHHHA,ZHAOSHANGWENJIANPINGHENGHUNHEA
012964,招商稳健平衡混合C,混合型-平衡,ZSWJPHHHC,ZHAOSHANGWENJIANPINGHENGHUNHEC
012965,招商瑞泰1年持有混合A,混合型-偏债,ZSRT1NCYHHA,ZHAOSHANGRUITAI1NIANCHIYOUHUNHEA
012966,招商瑞泰1年持有混合C,混合型-偏债,ZSRT1NCYHHC,ZHAOSHANGRUITAI1NIANCHIYOUHUNHEC
